sample_id,class,label,category,risk_level,entropy,file_size_kb,n_sections,avg_section_entropy,max_section_entropy,executable_sections,writable_sections,n_imports,n_exports,suspicious_api_count,has_resources,is_packed,has_digital_sig,has_overlay,vt_score,strings_suspicious,network_calls,registry_writes,file_creates,process_creates,mutex_creates,api_unique,code_section_size_kb,has_encryption_api,has_injection_api,has_persistence_api,has_network_api,has_anti_debug,byte_0x00_freq,byte_0xff_freq
BEN_00361,Benign,0,Clean,None,4.5397,1.0,3,3.927,5.4037,2,1,36.2977,0.0,0.0346,1,0,0,0,0.0,0.1047,0.0,0.1186,2.4238,0.9372,0.1873,51.4244,218.0133,0,0,0,1,0,0.0822,0.0204
SPY_00022,Spyware,6,Surveillance,High,6.0045,10.0,3,5.4756,6.5562,1,3,89.5382,0.0,3.0,0,0,0,1,46.3551,12.8429,31.5799,12.391,13.167,8.7549,0.1793,76.3306,114.5378,0,0,0,1,1,0.1209,0.0386
SPY_00123,Spyware,6,Surveillance,High,4.29,10.0,4,4.3685,6.0111,2,3,22.2484,0.0,13.9734,1,0,0,0,25.3288,21.7162,3.4057,14.3145,28.7978,2.1006,2.3951,28.0374,63.8176,0,1,1,1,0,0.1011,0.0135
BEN_00760,Benign,0,Clean,None,6.224,1.69,5,3.9968,5.9051,3,0,66.3442,6.3908,1.7427,1,0,1,0,0.0,3.4963,0.0491,0.0,13.7854,2.6965,0.5651,26.7877,64.4422,0,0,0,1,0,0.1976,0.0
WOR_00024,Worm,3,Self-Replicating,Critical,7.4869,5.0,7,6.1046,5.9326,4,2,82.2965,1.7138,9.0521,1,0,0,0,44.3722,24.4365,33.0729,10.5098,7.0039,2.2733,4.811,50.7645,270.3954,0,1,1,1,0,0.0,0.0231
CRY_00247,Cryptominer,11,Resource Abuse,Medium,6.4399,100.0,4,5.9219,6.9264,3,1,11.803,0.0,9.698,1,1,0,0,26.9868,8.7972,5.7642,0.0,7.7793,3.9389,1.6758,32.0609,253.0543,0,0,1,1,0,0.1597,0.0673
FIL_00187,Fileless,9,Memory-Based,Critical,6.3318,0.5,4,6.5067,7.2961,3,1,15.3268,0.4465,16.8426,0,1,0,0,28.3033,21.213,11.1536,16.4874,6.4005,10.4421,3.411,61.8619,6.8917,1,1,1,1,1,0.0753,0.1431
ADW_00051,Adware,7,Unwanted,Low,5.7814,50.0,5,5.9503,5.1209,3,2,55.253,4.9389,8.1016,0,1,0,1,14.8953,14.9581,20.4273,9.5782,2.0,3.3147,5.0236,57.7377,192.6376,0,0,1,1,0,0.2469,0.0136
BEN_00215,Benign,0,Clean,None,5.7675,1.0,7,5.8504,5.1394,1,2,42.8756,0.0,2.409,1,0,1,1,0.3709,2.6282,0.0,12.0536,0.867,0.912,3.07,45.6008,95.3054,0,0,0,1,0,0.0923,0.0216
BOT_00214,Botnet,12,C&C Controlled,Critical,6.0564,10.0,7,6.3246,6.8371,1,3,62.571,6.8768,11.5432,1,1,0,0,40.7852,29.2308,15.6088,15.4523,5.6001,1.1128,2.9937,50.8477,265.3036,0,0,0,1,0,0.1126,0.0497
BAC_00118,Backdoor,8,Remote Access,Critical,6.8155,5.0,4,6.5469,6.1369,3,2,7.4041,1.9434,16.6007,0,1,0,0,44.3753,31.5082,74.1064,1.0,4.462,3.1808,3.1451,80.8321,31.898,1,0,1,1,1,0.015,0.0333
RAN_00353,Ransomware,4,Extortion,Critical,6.7203,50.0,3,7.3527,6.9493,3,4,17.4657,5.9795,5.0,0,1,0,0,42.332,17.2707,19.442,23.4233,40.7747,3.1837,1.7923,52.9267,278.0441,1,0,1,1,1,0.0292,0.1073
TRO_00099,Trojan,2,Deceptive,Critical,7.722,10.0,3,4.9169,6.5372,4,3,9.8027,0.0,14.9632,1,0,0,0,35.862,23.6149,23.6554,25.0472,13.3161,1.1331,1.8673,54.462,5.0,1,0,1,1,0,0.1318,0.0094
RAN_00163,Ransomware,4,Extortion,Critical,7.1874,50.0,4,7.113,7.4738,3,4,19.4117,1.1754,12.1884,0,0,0,0,48.1116,13.9935,19.898,8.1715,7.4627,5.461,0.5947,20.7879,49.7459,1,0,1,1,0,0.0054,0.0
VIR_00245,Virus,1,Infector,High,7.6293,1.0,10,6.9963,7.8662,3,3,52.4663,3.8795,4.2904,0,1,0,0,15.0,19.7289,2.5356,7.1966,27.0268,2.1262,0.7718,31.8935,71.5517,1,1,0,1,0,0.0368,0.0021
BEN_00726,Benign,0,Clean,None,6.4264,1.0,5,5.5366,5.992,3,1,95.5334,5.1945,0.0,1,0,1,0,0.484,1.6642,5.8042,8.9932,0.0,1.7645,1.0559,13.7771,132.8128,0,0,0,0,0,0.1441,0.0158
TRO_00546,Trojan,2,Deceptive,Critical,4.628,10.0,4,4.5944,7.093,1,4,7.0679,2.9801,4.0488,1,1,0,1,35.8487,27.5753,21.134,7.7693,4.8862,3.3551,4.7671,73.4951,275.1277,0,1,1,1,1,0.1423,0.0618
BEN_00050,Benign,0,Clean,None,4.8386,1.0,3,4.4093,5.365,2,1,77.5769,12.1205,0.9625,1,0,1,0,1.3178,0.0,0.7791,0.0,2.5042,0.885,2.0594,38.59,109.1901,0,0,0,1,0,0.1932,0.0
BAC_00151,Backdoor,8,Remote Access,Critical,5.9925,5.0,8,4.5978,7.99,3,4,32.202,0.0,13.9052,1,0,0,1,35.8391,16.5949,55.352,12.8797,1.5581,7.9162,3.3186,76.5405,35.9717,1,0,1,1,0,0.1147,0.0929
BEN_00888,Benign,0,Clean,None,6.3754,1.0,5,5.2767,6.3376,1,2,57.1411,5.9724,2.9925,1,0,1,1,0.8474,0.7407,0.0,4.1956,4.4463,2.3959,0.1701,5.0,58.1678,0,0,0,1,0,0.1561,0.0225
BOT_00072,Botnet,12,C&C Controlled,Critical,5.5937,10.0,5,7.3888,7.7633,1,4,27.7092,3.5471,9.9574,0,1,0,0,56.0372,12.7601,56.3571,23.7966,0.0,2.9384,7.712,76.2935,13.727,1,1,1,1,1,0.0667,0.0793
SPY_00279,Spyware,6,Surveillance,High,6.7191,10.0,8,5.9262,6.3759,4,2,24.4235,5.0564,4.2981,0,1,0,0,20.2761,15.3394,17.6415,15.3378,10.2899,1.8286,1.038,64.3749,13.5409,0,0,0,1,1,0.1504,0.0285
BEN_00517,Benign,0,Clean,None,7.5,1.0,4,4.6792,5.5067,3,2,27.495,13.2516,1.0681,1,0,1,0,0.5638,1.4192,0.0,4.4024,4.8025,0.0,0.0,20.0889,96.4715,0,0,0,0,0,0.1006,0.0
TRO_00110,Trojan,2,Deceptive,Critical,4.465,10.0,4,6.0398,6.4834,2,2,9.863,7.8785,17.1859,1,0,0,0,33.7293,7.2827,33.8628,9.9445,5.6736,5.987,3.1956,65.8169,5.0,1,1,0,1,0,0.1569,0.0
BEN_00140,Benign,0,Clean,None,2.4777,1.62,7,4.196,5.6966,3,1,1.0,0.0,1.1334,1,0,0,0,1.5919,3.2944,5.5128,0.4793,0.0,2.6296,2.5922,57.1724,51.9162,0,1,0,0,0,0.2056,0.0777
TRO_00336,Trojan,2,Deceptive,Critical,4.8468,10.0,7,5.0326,6.3934,2,3,42.6731,0.0,14.3627,1,0,0,0,25.1167,19.9781,34.3217,14.1064,0.0,0.0,0.0,38.7088,78.7013,0,0,1,0,1,0.0737,0.0477
ROO_00208,Rootkit,5,Stealth,Critical,6.0556,2.0,4,7.0549,6.996,2,1,6.0533,0.0,3.0,0,1,0,0,30.9361,23.623,12.9909,12.552,5.5024,5.6883,0.7282,48.6709,15.0281,1,1,0,0,1,0.0,0.0456
ADW_00206,Adware,7,Unwanted,Low,3.9907,50.0,8,5.8219,6.5905,2,1,44.6554,0.0,6.1545,1,0,0,1,16.9558,7.2997,2.0,21.3537,7.2543,3.0685,0.0,64.1362,187.4341,0,0,0,1,0,0.2577,0.0
SPY_00017,Spyware,6,Surveillance,High,5.8864,10.0,5,4.2204,7.486,2,3,37.2111,0.7849,7.8356,1,1,0,0,19.4913,31.6894,19.194,5.2044,10.8052,2.7445,0.0,31.587,5.0,0,0,1,1,1,0.0835,0.0194
BEN_00464,Benign,0,Clean,None,6.0607,1.0,4,3.0772,4.6578,2,1,52.2313,14.0588,3.2681,1,0,1,1,0.3461,5.8522,1.3193,0.0,0.0,0.0,2.7288,33.5875,43.5487,0,0,0,1,0,0.2253,0.063
BAC_00139,Backdoor,8,Remote Access,Critical,6.3371,5.0,5,5.0517,7.5648,4,4,30.0737,3.9854,4.0,1,0,1,0,27.4867,27.6279,8.0,12.2573,9.3026,6.5432,1.5069,77.5701,150.2666,1,0,1,1,0,0.0421,0.0771
CRY_00230,Cryptominer,11,Resource Abuse,Medium,6.7398,100.0,7,5.4859,5.9864,2,3,35.9387,6.1095,11.1405,0,0,0,0,13.0524,11.0356,16.3639,5.5236,0.0,5.9104,1.7763,51.1492,213.5626,1,0,0,1,0,0.0588,0.0204
BEN_00595,Benign,0,Clean,None,4.8552,1.0,4,3.4978,5.6567,2,2,32.6052,27.8423,3.4355,1,0,0,0,2.2317,0.0,0.0,1.2708,10.7304,0.1604,2.6053,16.9289,86.1219,0,0,0,1,0,0.1143,0.0
BEN_00451,Benign,0,Clean,None,4.7881,1.0,3,6.3111,3.9247,1,1,64.6523,9.9334,2.5263,1,0,1,0,0.0371,1.495,2.9579,0.0,16.7594,0.7816,1.5679,28.4599,1.0,0,0,0,0,0,0.0819,0.03
WOR_00177,Worm,3,Self-Replicating,Critical,7.2739,5.0,7,5.3121,5.9917,1,3,48.2948,0.0,3.0,1,1,0,0,32.0929,22.4228,40.7086,0.0,24.0142,8.3799,2.9177,19.4351,108.4943,0,1,0,1,0,0.0659,0.0302
RAN_00221,Ransomware,4,Extortion,Critical,6.9367,50.0,5,7.6334,7.5956,1,4,11.345,2.4754,11.7758,0,1,0,1,54.6653,38.7243,17.7373,27.7184,38.5854,1.0,6.092,26.3452,101.9354,1,0,1,1,1,0.0161,0.1133
BEN_00313,Benign,0,Clean,None,4.9848,2.19,4,4.3249,4.1531,2,0,33.665,0.0,2.3916,1,0,1,0,0.8981,0.0,1.6656,0.0,0.0,0.7241,3.1104,80.4665,161.7569,0,0,1,1,0,0.1189,0.0232
TRO_00181,Trojan,2,Deceptive,Critical,5.5591,10.0,6,5.2019,7.0004,2,4,42.7734,5.0332,16.9469,1,1,1,1,18.0,21.5491,14.5532,5.7508,42.8449,0.0,1.7846,76.8947,106.7227,0,1,0,1,0,0.0681,0.0745
RAN_00330,Ransomware,4,Extortion,Critical,7.9425,50.0,4,7.3615,7.469,1,1,12.9304,6.8025,16.4073,0,1,0,1,67.3752,13.4959,19.3432,19.1816,40.5591,6.816,2.8534,54.3403,184.5928,1,0,1,1,0,0.0579,0.0047
BEN_00452,Benign,0,Clean,None,5.9594,1.0,3,6.6641,5.654,2,0,54.7153,1.3794,0.0,1,0,1,0,1.0932,1.7871,5.4584,9.7543,0.0,0.736,0.394,12.764,6.9249,0,0,0,1,0,0.1556,0.0251
CRY_00181,Cryptominer,11,Resource Abuse,Medium,7.9,100.0,3,3.5073,5.3429,1,3,14.1543,0.0,6.5614,1,0,0,0,27.9799,22.3933,18.9699,16.0342,2.9613,1.9491,1.8085,29.8789,603.9839,0,0,1,1,0,0.1289,0.0938
BEN_00891,Benign,0,Clean,None,4.7656,1.0,4,3.3707,5.7947,1,1,37.6137,4.7363,1.9312,1,0,0,0,0.543,2.9047,3.3132,7.0296,1.3732,0.7899,2.4127,18.8272,1.0,0,0,0,0,0,0.0413,0.053
WOR_00361,Worm,3,Self-Replicating,Critical,6.3693,5.0,7,5.3923,6.5414,4,2,41.8376,0.0069,7.4352,0,1,0,0,36.0992,12.8909,12.8134,19.4688,24.4475,2.7925,6.3187,74.7563,99.3892,1,0,1,1,0,0.0873,0.0256
BEN_01507,Benign,0,Clean,None,5.0015,1.21,4,4.9348,5.5994,2,0,79.7731,0.0,1.9865,1,0,0,0,0.1822,3.7605,0.3251,1.1079,10.7117,0.7918,0.0,51.2904,137.8543,1,1,0,1,0,0.1246,0.0256
RAN_00206,Ransomware,4,Extortion,Critical,7.0171,50.0,5,6.9948,7.8793,1,3,21.0902,6.6602,20.0186,1,1,0,0,46.7268,41.7553,7.9042,41.9925,27.846,7.8626,2.4358,35.6735,10.0,1,0,1,1,1,0.0104,0.0938
CRY_00218,Cryptominer,11,Resource Abuse,Medium,7.806,100.0,7,5.5274,4.5759,3,1,3.0,10.6762,8.9236,1,0,1,1,29.0873,11.6398,23.1602,8.0918,2.7273,0.7017,0.0,68.9722,885.8032,1,0,1,1,0,0.0823,0.0064
BEN_01000,Benign,0,Clean,None,4.1909,1.0,6,4.3642,6.2057,2,2,62.0777,12.3304,0.0,0,0,1,1,1.5316,2.1901,1.4073,4.023,14.0515,2.4124,0.0,59.708,151.4686,0,0,1,0,0,0.2082,0.0277
BEN_00390,Benign,0,Clean,None,5.0725,1.0,6,4.4206,6.636,3,0,79.6499,7.9049,1.0044,1,0,1,0,0.6779,5.8173,2.8696,8.1294,4.0752,2.3844,1.7951,40.2684,79.203,0,0,0,0,0,0.0,0.0123
VIR_00331,Virus,1,Infector,High,5.525,1.0,9,5.7272,6.4906,5,3,28.9177,0.0,12.9087,0,1,0,1,29.4093,22.6269,8.9185,3.9575,3.0,4.8511,3.8038,29.7413,114.0053,0,0,1,1,1,0.0369,0.083
BEN_01477,Benign,0,Clean,None,2.964,1.0,7,5.3706,6.7527,2,2,21.2881,4.3716,1.4665,1,0,1,0,0.0,0.0,4.6981,2.103,21.1798,1.0143,0.0,55.7949,144.5202,0,0,0,0,0,0.0913,0.003
VIR_00241,Virus,1,Infector,High,6.7639,1.67,9,5.6448,7.1344,2,4,15.3667,2.9604,6.8682,0,0,0,1,39.5066,5.0,0.0,2.8137,19.2344,0.0,2.4144,51.562,40.5326,0,1,1,0,1,0.0368,0.0583
PUP_00271,PUP,10,Unwanted,Low,6.3386,100.0,5,3.4309,5.6973,3,2,5.0,0.0,4.6907,1,0,0,0,25.1334,9.229,15.9984,0.0319,20.348,3.774,1.7136,54.9867,462.1816,0,0,0,1,0,0.2099,0.0312
PUP_00279,PUP,10,Unwanted,Low,4.8004,100.0,8,4.9313,5.8855,2,1,23.6565,17.1674,7.5206,1,0,1,0,14.5948,2.0,32.0963,8.3946,14.6451,3.1827,2.8791,18.087,164.1395,1,0,1,1,0,0.1558,0.0277
FIL_00093,Fileless,9,Memory-Based,Critical,6.5257,0.5,2,6.4275,7.216,1,1,1.0,0.0,20.3544,0,1,0,0,35.2673,10.0,2.0,26.2843,4.2647,10.6772,1.7421,15.7948,28.139,0,1,1,1,1,0.0429,0.1254
FIL_00154,Fileless,9,Memory-Based,Critical,7.6711,0.5,4,6.6543,7.2507,1,1,17.1569,7.3752,14.6437,0,1,1,0,33.6049,49.5523,10.3205,22.5496,7.3101,4.906,6.3515,38.692,8.4049,1,1,1,0,0,0.0185,0.1121
BEN_01924,Benign,0,Clean,None,5.4451,2.25,6,6.1798,5.8928,2,1,25.4386,9.6248,1.1694,0,0,1,0,1.7102,0.0,2.4406,1.9137,6.1741,0.1863,2.5247,25.7064,19.0837,0,0,0,1,0,0.2236,0.0116
BEN_00759,Benign,0,Clean,None,4.1461,1.0,5,5.526,5.7145,2,2,23.3136,3.2146,1.5459,0,0,1,0,1.0057,0.3609,2.1529,0.0,0.0,0.1671,5.2043,70.8765,65.6492,0,0,0,1,0,0.2555,0.0302
WOR_00307,Worm,3,Self-Replicating,Critical,4.5504,12.88,6,6.4612,6.8762,3,1,24.6948,5.6643,4.0704,0,0,0,1,39.6413,28.2497,8.0,24.4663,39.3291,2.2025,1.0,68.9694,117.8282,0,0,1,1,0,0.0731,0.0016
PUP_00112,PUP,10,Unwanted,Low,4.6307,100.0,7,4.5687,5.4098,3,1,67.2918,10.2982,7.5872,1,0,0,0,13.0674,11.2788,9.0502,9.5352,10.8788,1.3223,1.6435,62.9933,27.2193,1,0,1,1,0,0.2221,0.0025
BEN_01294,Benign,0,Clean,None,6.1179,1.79,3,4.724,6.1529,2,2,36.3956,0.0,0.4221,1,0,0,0,0.4154,0.0,0.0,2.9639,0.0,1.5846,0.3757,10.2561,146.5611,0,0,0,0,0,0.0188,0.0224
PUP_00154,PUP,10,Unwanted,Low,6.3468,100.0,8,5.181,6.5659,1,2,103.6299,3.5,2.3675,1,0,1,0,8.344,5.5409,4.8692,15.6695,14.4642,5.759,1.6546,70.7992,384.2059,0,0,0,1,0,0.1884,0.0053
FIL_00109,Fileless,9,Memory-Based,Critical,7.3678,0.67,3,5.9054,7.5201,1,1,5.6406,1.8243,20.5681,0,1,1,0,24.0221,24.4278,13.7171,13.8565,0.148,12.5154,3.2157,56.4898,7.1093,0,1,1,1,1,0.0671,0.0668
BEN_01908,Benign,0,Clean,None,4.8024,1.0,3,3.5306,6.0121,2,0,43.8837,20.0496,0.6855,0,1,1,0,3.729,0.0,3.5486,3.4269,0.0,0.1636,2.3434,16.1555,33.8795,0,0,0,0,0,0.1462,0.0221
SPY_00271,Spyware,6,Surveillance,High,4.1081,10.0,4,6.503,7.1802,3,3,45.3993,4.9926,12.336,1,1,0,0,48.777,28.3257,31.2997,1.0,26.5602,5.2868,2.623,24.3654,96.8394,1,0,1,1,0,0.1315,0.0504
SPY_00308,Spyware,6,Surveillance,High,6.8846,10.0,8,5.298,6.8853,3,1,5.0,0.0,10.1283,1,0,0,0,26.7094,29.4677,18.2089,13.5929,23.0048,9.7117,0.0,74.4951,5.0,1,1,1,1,1,0.0092,0.02
BEN_00369,Benign,0,Clean,None,5.4684,1.0,4,4.8731,5.6816,2,2,82.2428,5.3715,0.0,1,0,1,0,1.3165,1.2726,4.0115,9.7907,7.568,3.5271,1.1969,17.5661,14.4167,0,0,0,1,0,0.129,0.0169
BEN_01938,Benign,0,Clean,None,5.5698,1.0,3,5.4947,6.4682,3,0,75.4582,0.0,0.7978,1,0,0,0,0.6009,0.0,0.0,5.2206,0.0,2.4008,0.1753,50.4792,114.5965,0,1,0,0,0,0.1691,0.0449
BEN_01152,Benign,0,Clean,None,6.8763,1.0,5,3.8621,5.8912,2,1,45.7097,0.0,1.2754,1,0,0,0,0.0,0.0,1.5487,5.1924,0.0,0.0181,1.2103,66.7674,1.0,0,0,0,1,0,0.2271,0.0008
PUP_00066,PUP,10,Unwanted,Low,4.9573,100.0,3,7.0,5.3353,1,3,22.7379,0.0,4.2269,1,0,1,0,23.8185,11.1896,16.2018,13.9667,1.7027,0.0,0.2293,56.9258,483.2128,1,0,0,1,0,0.1055,0.0177
BAC_00028,Backdoor,8,Remote Access,Critical,6.7058,5.0,4,6.4903,7.9583,4,3,3.0,3.9768,14.5902,0,0,0,0,47.3288,17.502,54.7446,12.0519,5.8356,6.7032,6.5733,47.3507,24.501,1,0,1,1,1,0.1644,0.0752
BOT_00241,Botnet,12,C&C Controlled,Critical,6.4301,10.0,4,5.873,7.9524,4,1,41.4238,4.0963,18.2745,0,1,0,1,49.1673,34.5769,45.8076,2.3607,7.1855,5.5669,5.112,23.0669,270.3973,1,0,1,1,1,0.0173,0.0589
BEN_00192,Benign,0,Clean,None,3.4903,1.0,6,3.1613,5.2354,2,2,48.7954,1.2468,2.1066,0,0,0,0,0.0,7.6881,1.5034,0.6289,11.7603,0.0,2.4385,68.1034,65.5194,0,0,0,0,0,0.2175,0.0385
ROO_00227,Rootkit,5,Stealth,Critical,5.1573,2.0,5,4.592,7.4734,1,2,16.3819,4.8069,11.4595,0,1,0,0,35.1351,31.2668,11.3943,14.405,6.3201,4.9704,2.9194,38.8424,2.0,0,1,1,0,1,0.1451,0.0459
WOR_00083,Worm,3,Self-Replicating,Critical,6.291,5.0,5,4.727,6.1729,3,3,22.7815,0.0,7.929,1,1,1,1,56.0809,26.1945,31.2625,9.3294,19.5423,0.0,3.6599,49.8465,86.9927,0,1,0,1,0,0.0,0.0245
BEN_00175,Benign,0,Clean,None,4.7098,1.0,4,5.7865,6.1403,2,0,63.0036,0.0,0.1037,1,0,1,0,2.4482,1.9786,2.7127,19.6134,0.0,3.4229,0.2185,35.3298,238.2905,0,0,0,0,0,0.1536,0.0325
RAN_00322,Ransomware,4,Extortion,Critical,7.3106,50.0,6,7.4078,7.4898,4,1,19.6039,3.0805,22.6723,1,1,0,1,40.5815,31.3239,10.9107,5.0,44.9929,8.064,3.9972,46.4383,307.685,1,0,1,1,1,0.0821,0.1189
ROO_00094,Rootkit,5,Stealth,Critical,5.171,2.0,4,7.223,6.6817,4,2,23.2507,1.2568,6.5733,1,1,1,0,30.9587,6.5936,5.4445,2.0,7.0199,4.1725,4.4548,22.3392,91.9151,1,1,1,1,1,0.0938,0.1079
SPY_00103,Spyware,6,Surveillance,High,7.3675,10.0,7,6.1303,5.1888,2,2,50.4355,0.8913,17.7185,1,0,0,1,29.9282,23.281,17.3825,17.572,10.0591,0.0,0.0,76.5453,5.0,0,1,1,1,0,0.1889,0.0191
TRO_00051,Trojan,2,Deceptive,Critical,6.2408,31.91,7,6.3208,6.6713,2,4,83.2474,4.7635,14.891,1,1,0,0,24.93,12.5968,18.6411,23.2518,8.6281,4.8242,4.9967,40.7598,217.1234,1,1,0,1,1,0.1156,0.0373
VIR_00293,Virus,1,Infector,High,7.0965,2.15,9,6.0425,7.99,4,3,8.7918,0.0,5.4861,0,1,0,0,41.9238,11.4487,4.0313,3.9839,19.4197,2.959,0.5679,33.013,17.4449,1,0,1,0,1,0.1395,0.0868
CRY_00082,Cryptominer,11,Resource Abuse,Medium,6.2174,100.0,7,5.787,5.7045,3,2,69.1585,7.1544,7.1995,0,0,0,0,10.5622,4.0,21.122,9.1743,4.5683,5.497,3.056,17.4918,1048.7891,0,1,1,1,1,0.1265,0.089
BOT_00168,Botnet,12,C&C Controlled,Critical,6.4168,10.0,5,5.9009,6.6412,4,4,15.8498,0.0,11.1099,0,1,0,0,36.5574,29.2666,25.9604,22.5269,2.6722,10.0519,1.0,34.9342,92.9634,0,0,1,1,1,0.0845,0.0653
CRY_00211,Cryptominer,11,Resource Abuse,Medium,5.1683,100.0,4,5.515,6.1965,1,0,25.4496,1.7282,3.0909,0,1,1,0,30.2585,21.9491,31.9375,1.5971,4.9386,4.6172,1.5624,38.8743,225.1042,1,0,0,1,1,0.0863,0.0808
WOR_00004,Worm,3,Self-Replicating,Critical,7.7593,6.22,3,5.0804,6.8281,3,3,39.1765,6.4377,7.3764,0,1,0,0,45.4794,13.0319,16.884,8.1892,32.7806,11.1142,1.0,64.8461,98.1359,0,0,1,1,0,0.0652,0.0548
BEN_01165,Benign,0,Clean,None,4.847,2.68,3,5.9749,7.106,3,1,80.2564,3.7167,2.7216,1,1,1,0,1.1488,1.7753,10.3696,0.0,8.8313,2.0593,0.425,51.1828,136.7298,0,0,0,1,0,0.0719,0.0228
WOR_00176,Worm,3,Self-Replicating,Critical,4.7459,5.0,8,5.2338,6.2093,2,3,41.7011,0.0,8.199,0,1,0,0,32.2075,25.5703,42.4048,10.6208,2.0,4.1979,7.075,16.6739,114.6019,0,1,1,1,1,0.1155,0.0042
FIL_00121,Fileless,9,Memory-Based,Critical,5.7183,0.5,1,7.5555,7.1805,2,3,1.0,1.9696,16.3585,0,1,0,0,40.6939,16.768,6.9445,36.5334,2.5926,12.5295,1.7827,5.0,20.549,1,1,1,1,1,0.0797,0.1254
ADW_00249,Adware,7,Unwanted,Low,5.6503,50.0,5,6.8249,7.0308,3,1,63.8837,0.0,6.2983,1,1,0,0,6.219,11.949,6.059,9.5708,2.0,2.6326,2.9432,46.7648,246.2975,0,0,1,1,0,0.2515,0.027
BOT_00036,Botnet,12,C&C Controlled,Critical,7.1968,10.0,8,4.235,6.5176,3,1,36.2542,7.359,22.7406,0,0,0,0,42.0315,16.2185,44.8856,7.1841,0.0,4.1729,2.7121,13.2324,104.0297,0,0,1,1,1,0.1132,0.0573
BEN_01662,Benign,0,Clean,None,3.8688,1.0,5,5.3752,5.8385,2,1,1.0,30.6027,2.1989,0,0,1,0,1.3304,4.8427,0.0,0.9993,6.5573,0.0,1.0148,47.7137,98.1183,0,1,0,1,0,0.1754,0.0272
BEN_00509,Benign,0,Clean,None,5.2327,1.0,4,5.5675,4.9567,3,0,1.0158,33.3396,2.1267,0,1,0,0,0.0,4.4566,5.1593,11.49,0.0,2.05,0.5267,28.8703,28.0996,0,0,0,0,0,0.0,0.0275
BEN_00167,Benign,0,Clean,None,5.4005,1.0,6,5.4073,5.6723,3,1,76.1681,12.9575,2.2537,1,0,1,0,1.5453,3.2874,0.0,9.6016,3.8565,0.8114,4.4578,18.4791,92.9492,0,0,0,0,0,0.2076,0.0
TRO_00319,Trojan,2,Deceptive,Critical,7.99,13.96,8,5.4231,6.5807,2,2,11.2703,0.0,6.3721,1,0,0,1,41.2832,23.6754,18.5773,17.7954,2.5878,0.3571,2.9609,63.0142,31.2912,0,1,1,1,0,0.0238,0.0817
SPY_00264,Spyware,6,Surveillance,High,6.5864,75.29,7,6.0846,7.2682,3,3,51.0454,0.0,5.6454,0,1,0,1,56.1999,26.0399,15.1657,4.0896,14.4482,6.3876,6.2621,76.9745,155.3704,1,1,1,1,1,0.0942,0.039
RAN_00175,Ransomware,4,Extortion,Critical,6.6849,50.0,6,6.9664,7.8979,1,1,21.4341,0.0,13.1048,1,0,0,0,62.4214,55.3548,29.8929,7.433,5.0,1.0,3.1125,45.95,164.2396,1,1,1,1,0,0.0484,0.0787
BOT_00340,Botnet,12,C&C Controlled,Critical,7.2375,10.0,4,5.2937,6.9764,3,3,38.073,1.7008,12.9681,0,1,0,1,34.6489,44.9404,30.9237,9.6553,16.8677,5.0828,4.8425,22.1035,84.7346,1,1,1,1,0,0.0191,0.0361
BEN_00104,Benign,0,Clean,None,5.3643,1.0,6,3.7824,6.2982,1,2,40.0059,8.1782,0.0,0,0,1,0,1.496,2.866,2.2991,10.155,3.0391,0.5264,0.0307,46.8613,98.507,0,0,0,1,0,0.1359,0.0
TRO_00440,Trojan,2,Deceptive,Critical,6.6669,10.0,5,6.5076,6.8666,2,2,19.0815,14.2987,10.1924,1,0,0,0,33.1464,7.257,2.0,21.0615,3.7834,4.3506,3.146,77.4096,279.3844,1,1,1,1,0,0.0,0.0768
RAN_00359,Ransomware,4,Extortion,Critical,7.9151,50.0,6,7.2301,7.4506,1,2,26.9711,1.1621,14.5741,0,1,0,0,51.939,17.9477,34.1211,19.3342,15.1012,9.043,1.5098,8.0,168.1491,1,1,1,1,1,0.0597,0.1102
WOR_00200,Worm,3,Self-Replicating,Critical,6.5093,5.0,6,6.3494,7.1173,4,2,72.9994,1.3211,9.2476,0,1,0,0,43.4271,32.6762,23.2162,0.0,33.8164,1.1123,1.0,71.6566,17.7023,0,0,1,1,1,0.1303,0.0398
BEN_01753,Benign,0,Clean,None,6.9307,1.62,5,3.9144,5.2782,3,0,76.9218,6.3348,0.0,1,0,1,0,0.0,6.0281,0.501,5.7611,5.6527,1.8586,4.3461,53.514,184.5569,0,0,0,1,0,0.0,0.0233
PUP_00231,PUP,10,Unwanted,Low,5.974,100.0,3,5.446,5.7122,3,1,58.2406,0.0,6.097,1,1,0,1,31.1751,2.0,7.7787,12.3736,8.5212,4.3812,2.0011,44.0654,294.0582,0,0,1,1,1,0.2873,0.0266
WOR_00196,Worm,3,Self-Replicating,Critical,6.6665,5.0,4,3.8432,7.4311,2,3,32.3127,0.9597,9.549,0,0,0,0,32.8273,6.0,36.5832,12.106,12.079,7.2261,1.0,70.1436,10.5153,0,0,1,1,1,0.1333,0.0886
BEN_01659,Benign,0,Clean,None,7.1488,1.0,7,5.1663,6.8629,1,2,57.3264,0.0,0.0,0,0,1,0,0.0,0.0,1.5382,3.3856,7.9979,1.6487,2.301,53.846,96.5188,0,0,0,0,0,0.0287,0.035
