sample_id,class,label,entropy,file_size_kb,n_sections,avg_section_entropy,max_section_entropy,executable_sections,writable_sections,n_imports,n_exports,suspicious_api_count,has_resources,is_packed,has_digital_sig,has_overlay,vt_score,strings_suspicious,network_calls,registry_writes,file_creates,process_creates,mutex_creates,api_unique,code_section_size_kb,has_encryption_api,has_injection_api,has_persistence_api,has_network_api,has_anti_debug,byte_0x00_freq,byte_0xff_freq,entropy_x_packed,inject_persist_score,network_intensity,section_risk,obfuscation_score
BEN_04757,Benign,0,4.2911,10.0,4,4.271,4.5507,2,1,73.3159,8.0476,0.0,1,0,1,0,0.0,0.3228,7.668,5.2579,9.3116,0.0835,0.9633,88.2779,77.4578,0,0,0,0,0,0.1049,0.0074,0.0,0,0.08686205720797617,2,0
BEN_00195,Benign,0,4.6792,10.0,5,4.2227,5.6445,2,1,89.5352,24.6614,0.0,1,0,1,0,0.8664,3.5136,2.8582,0.4183,0.0,0.6706,0.4606,40.3061,9.4275,0,0,0,1,0,0.1892,0.0216,0.0,0,0.0709123432929507,2,0
BEN_00616,Benign,0,3.0417,10.0,4,4.541,3.7935,2,1,31.3112,0.0,1.9405,0,0,1,0,0.6456,0.0,11.3688,6.5728,6.0481,0.0,0.0,69.8138,53.5946,0,0,0,1,0,0.05,0.026,0.0,0,0.16284459519464634,2,0
BEN_00644,Benign,0,4.7263,10.0,3,3.101,4.5385,2,0,41.671,21.1701,0.8468,1,0,1,0,0.5484,0.146,0.0,0.9255,24.8701,0.1123,0.5124,50.1974,108.1104,0,0,0,0,0,0.1398,0.034,0.0,0,0.0,0,0
ADW_00222,Adware,3,5.6448,100.0,5,5.3088,5.1116,3,2,105.7108,16.3403,7.8665,1,1,0,0,15.9618,11.8927,22.388,6.8657,14.2011,0.1405,0.868,58.2373,465.5309,1,1,1,1,1,0.0755,0.0409,5.6448,3,0.38442716266035687,6,2
BEN_03236,Benign,0,2.6472,10.0,3,3.8753,5.2668,2,0,16.0887,40.013,0.0,0,0,1,0,0.0,1.5469,1.9647,6.3064,0.0,1.0686,1.0127,35.9001,117.3014,0,0,0,0,0,0.2423,0.0075,0.0,0,0.05472686705608062,0,0
BEN_02777,Benign,0,5.1735,10.0,6,5.1754,4.9462,2,1,79.6216,0.0,0.354,1,0,1,0,0.1776,2.2663,3.8348,1.3096,2.0614,0.7529,2.0567,95.862,151.3966,0,0,0,1,0,0.076,0.0069,0.0,0,0.040003338131897936,2,0
TRO_00218,Trojan,2,6.5008,20.0,4,5.7948,7.1283,1,2,22.8468,0.0,13.2229,1,0,0,0,29.7546,31.8182,19.8817,15.1542,10.8239,7.9866,6.0105,45.6304,10.0,0,0,1,1,0,0.1705,0.0,0.0,1,0.4357117185034538,2,1
TRO_00388,Trojan,2,6.696,20.0,4,6.9981,7.6006,1,1,49.2987,5.2125,17.7524,1,0,0,1,47.8559,29.4387,34.1016,3.0,2.0,10.1461,0.9762,63.5382,228.2067,1,1,1,0,0,0.1187,0.0487,0.0,2,0.536710199533509,1,1
BEN_03218,Benign,0,4.3865,10.0,6,4.7017,4.4972,2,0,51.5023,0.0,0.6759,1,0,1,0,0.0,0.0,0.0,8.1942,8.8459,0.0,0.0,75.1679,154.1201,0,0,0,1,0,0.05,0.0132,0.0,0,0.0,0,0
BEN_00331,Benign,0,5.3713,10.0,5,3.7087,3.9122,1,2,30.2884,0.0,0.0,1,0,1,0,0.522,1.6127,2.5312,3.5587,9.1533,2.1435,1.4845,50.0031,25.3884,0,0,0,0,0,0.2017,0.0097,0.0,0,0.05062086150658659,2,0
BEN_02208,Benign,0,5.3052,10.0,5,5.002,4.2701,1,1,71.5184,0.0,1.952,0,0,1,0,0.2109,0.0,10.2364,8.0395,0.0,0.0676,0.0,62.6931,105.7778,0,0,1,1,0,0.0709,0.0173,0.0,1,0.16327793648742844,1,0
BEN_04484,Benign,0,2.7654,10.0,3,3.512,4.5857,1,1,14.5071,28.9322,1.8696,1,0,1,0,1.2825,0.0,0.287,8.041,1.3835,0.0,3.6113,36.8233,25.518,0,0,0,0,0,0.3134,0.0068,0.0,0,0.007793978269193688,1,0
VIR_00101,Virus,4,6.9265,5.0,6,6.9803,7.4561,3,3,10.2229,4.3081,8.8003,0,0,0,1,40.4359,23.063,14.6268,1.0,14.5455,4.8853,1.9163,47.4241,74.0896,0,0,0,0,0,0.0425,0.0912,0.0,0,0.3084254630029879,9,1
BEN_02671,Benign,0,5.0332,10.0,5,4.0949,4.3135,1,1,84.2716,24.5764,0.5223,1,0,1,0,0.4494,0.0,0.0,1.4008,4.3796,0.5663,0.2579,63.2717,120.1265,0,0,0,1,0,0.2586,0.0062,0.0,0,0.0,1,0
BEN_00973,Benign,0,3.0121,10.0,3,5.394,5.7385,1,2,47.5314,16.2826,0.0,1,0,1,0,0.3339,0.4127,4.3665,9.0513,4.1263,2.286,1.0489,43.1157,161.9633,0,0,0,1,0,0.2851,0.0096,0.0,0,0.10127401387429638,2,0
BEN_00484,Benign,0,4.3031,10.0,5,3.248,4.8297,2,2,59.1373,17.6781,0.6818,1,0,0,0,0.0739,4.9632,11.721,8.8936,0.0,0.0,0.1774,53.6312,112.3338,0,0,0,0,0,0.2874,0.0108,0.0,0,0.21854815853458434,4,1
BEN_02421,Benign,0,4.5108,10.0,4,3.9683,6.5,2,2,51.7922,32.8562,0.0,1,0,1,0,0.1817,0.0,7.5429,3.8154,16.3937,1.1269,0.0,25.1969,240.3484,0,0,1,1,0,0.1104,0.0369,0.0,1,0.2993582543884367,4,0
BEN_02603,Benign,0,4.5179,10.0,6,4.5629,5.5577,2,2,73.2687,9.2417,1.2493,1,0,1,0,0.363,0.8473,9.4941,3.4028,0.0,0.7077,4.127,63.2687,285.2137,0,0,0,1,0,0.2339,0.0044,0.0,0,0.1500599822661126,4,0
BEN_00720,Benign,0,4.5036,10.0,4,3.71,6.2388,1,0,36.2923,11.7684,0.0,1,0,0,0,0.0,0.8065,0.8579,5.8298,1.6839,1.6265,0.0,50.3257,7.6188,0,0,0,0,0,0.1671,0.0189,0.0,0,0.01704695612778362,0,1
BEN_03278,Benign,0,4.3938,10.0,4,4.8828,6.3421,2,2,5.0,25.2577,0.027,1,0,0,0,0.7771,0.0743,0.9416,9.8777,6.138,0.2344,0.5404,37.4315,238.7189,0,0,0,1,0,0.101,0.0227,0.0,0,0.025155283651470017,4,1
BEN_02060,Benign,0,3.3386,10.0,4,2.2696,4.8661,1,2,58.8321,0.0,1.3444,1,0,1,0,0.2317,4.6883,5.2743,0.0,0.0,1.359,0.0,55.1333,103.476,1,0,1,0,0,0.256,0.0216,0.0,1,0.09566450765689702,2,0
BEN_02804,Benign,0,4.1378,10.0,6,4.4471,5.9124,2,1,92.8353,3.5371,0.0,1,0,1,0,0.0,1.9288,8.0652,0.0,0.3279,0.0,0.5051,57.2449,133.4425,0,0,0,1,0,0.0523,0.0207,0.0,0,0.14088940674191064,2,0
BEN_02567,Benign,0,3.9196,10.0,6,4.712,6.2844,2,2,75.6941,29.7133,0.0,1,0,0,0,0.0,4.2809,6.7336,0.0,3.3613,0.6328,0.0,46.386,63.2571,0,0,0,0,0,0.2643,0.0,0.0,0,0.14516448928556028,4,1
BEN_04575,Benign,0,4.1169,10.0,6,3.384,4.4834,2,0,5.0,1.2837,1.2494,1,0,1,0,0.1452,0.0,0.0,2.9588,13.4584,0.629,0.0,28.9793,205.602,0,0,0,1,0,0.232,0.0348,0.0,0,0.0,0,0
BEN_00033,Benign,0,3.5007,10.0,3,3.9386,4.0611,2,1,30.8676,16.4855,0.0,1,0,1,0,0.5165,0.0,1.0615,6.0011,7.6757,1.1585,4.0153,50.5763,56.1362,0,0,0,0,0,0.2425,0.0,0.0,0,0.020988091260135677,2,0
BEN_00665,Benign,0,5.3548,10.0,5,4.5252,5.7907,2,0,7.2173,0.0,1.2561,1,0,1,0,1.4936,2.699,0.0,5.0769,0.8234,1.7194,0.0,46.2032,195.6551,0,0,0,1,0,0.2543,0.0193,0.0,0,0.0,0,0
RAN_00392,Ransomware,1,7.3815,50.0,5,7.5108,7.8367,1,3,36.8649,2.0964,25.1764,1,1,0,0,64.0506,17.9872,8.7374,42.7459,17.3687,4.9099,6.3782,51.3815,419.6084,0,1,0,1,1,0.0352,0.0928,7.3815,2,0.17004953144614304,3,3
BEN_04327,Benign,0,4.6362,10.0,3,4.5103,5.0995,1,2,50.7307,42.5428,1.596,1,0,1,0,0.0,2.0278,1.6036,2.186,0.0,1.0904,2.1981,79.324,80.9849,0,0,0,1,0,0.2389,0.021,0.0,0,0.02021582371035248,2,0
BEN_01445,Benign,0,5.2979,10.0,5,4.9337,5.7104,1,1,34.7699,0.0,0.0,1,0,1,0,0.0,1.5553,7.5218,5.7228,3.4027,0.96,0.0,48.5642,171.3021,0,0,0,1,0,0.05,0.0254,0.0,0,0.1548836385650335,1,0
VIR_00019,Virus,4,7.4697,5.0,7,5.3021,7.99,2,2,24.8533,2.4187,10.5248,0,0,0,1,57.5445,19.0743,4.4852,5.159,28.6441,4.2778,2.3383,39.1457,18.7776,1,1,1,0,0,0.0848,0.0514,0.0,2,0.11457707998579665,4,2
BEN_02793,Benign,0,4.1389,10.0,5,3.8953,4.9263,1,2,66.0457,28.7017,0.329,1,0,1,0,1.0677,0.408,0.0,14.5968,22.3034,0.0,1.0178,62.48,127.7855,0,0,0,0,0,0.115,0.0131,0.0,0,0.0,2,0
BEN_03162,Benign,0,3.051,10.0,6,5.0582,5.0914,2,1,122.697,0.0,1.994,1,0,0,0,0.1074,0.7693,0.0,1.5987,1.0803,0.0,0.0,53.7744,27.0642,0,0,0,1,0,0.1653,0.0124,0.0,0,0.0,2,1
VIR_00178,Virus,4,6.0,5.0,9,5.526,7.1364,2,1,10.5473,1.2259,4.0,0,0,0,1,48.0313,27.8371,6.0931,6.8609,21.3884,11.2747,0.1109,21.6461,6.9995,0,1,0,0,1,0.0,0.1257,0.0,2,0.28148719630787994,2,1
BEN_01706,Benign,0,4.5703,10.0,3,3.8758,5.2459,2,1,91.6654,30.4477,0.549,0,0,1,0,0.8712,0.6349,4.4675,0.0,11.3892,0.8892,0.0,84.6712,98.7512,0,0,0,1,0,0.0886,0.0264,0.0,0,0.05276292293011083,2,0
BEN_03173,Benign,0,3.9569,10.0,3,4.0531,4.9478,1,2,116.7805,0.0,0.0,1,0,0,0,1.2066,3.1696,1.1727,3.1986,5.0369,1.5712,1.1705,81.85,183.6011,1,0,0,1,0,0.1152,0.0,0.0,0,0.014327428222357974,2,1
ADW_00003,Adware,3,5.7085,100.0,6,4.5888,5.754,3,0,75.583,24.1792,1.9148,0,0,0,0,27.4954,13.4058,35.1333,8.8213,9.997,4.2593,0.0057,32.3987,411.6916,0,0,1,1,0,0.0766,0.0309,0.0,1,1.0844046211730718,0,1
ADW_00094,Adware,3,7.2,100.0,3,5.5668,4.5,1,0,98.311,28.4194,1.6136,1,0,1,0,14.8006,9.1887,22.8084,20.8508,2.0,3.4317,5.158,58.9079,216.2217,1,1,1,1,1,0.0911,0.0205,0.0,3,0.3871874570303813,0,1
BEN_03842,Benign,0,4.2369,10.0,5,4.67,4.9111,2,2,71.5927,24.889,1.1458,1,0,1,0,0.0,2.513,3.1032,12.811,0.0,0.5694,0.7347,82.8243,99.5539,0,0,0,1,0,0.1265,0.0068,0.0,0,0.037467265041781224,4,0
RAN_00296,Ransomware,1,7.0,50.0,8,6.5983,7.5979,4,4,15.6779,0.1334,12.121,0,1,0,0,57.6331,30.1889,26.9447,28.9149,27.2319,6.5381,4.3254,44.386,191.4318,1,1,1,1,0,0.0514,0.0471,7.0,2,0.6070540260442482,16,2
BEN_00119,Benign,0,4.0273,10.0,6,3.9403,4.8269,2,1,89.4694,1.3543,0.0,1,0,1,0,0.0126,3.6573,4.5659,0.0,8.6472,0.0409,0.0,26.1409,5.0,0,0,1,1,0,0.2273,0.0,0.0,1,0.17466498858111237,2,0
BEN_02278,Benign,0,3.3861,10.0,6,4.2856,4.4879,1,2,92.4764,0.0,0.7842,1,0,1,0,0.0,0.3354,3.567,16.6128,0.0,0.0,2.4774,31.2243,249.9723,0,0,0,0,0,0.1747,0.0162,0.0,0,0.11423794928949568,2,0
BEN_02906,Benign,0,4.619,10.0,4,4.3874,6.1111,2,0,51.6412,23.7222,0.309,1,0,1,0,0.0,0.8173,9.5013,5.5483,5.1142,0.8482,0.0,84.7003,79.8743,0,0,1,1,0,0.2681,0.0125,0.0,1,0.11217551767821367,0,0
BEN_01402,Benign,0,5.7233,10.0,3,4.1359,6.5,2,0,74.5104,0.0,0.0,1,0,0,0,0.0,0.0,4.0739,0.0,12.6378,0.926,0.0152,81.0144,160.5875,0,0,0,1,0,0.254,0.0351,0.0,0,0.050286121973377576,0,1
BEN_00740,Benign,0,3.1554,10.0,5,4.0888,4.7702,1,2,53.333,11.9521,0.9302,1,0,1,0,0.0,2.6638,0.0,0.8449,16.472,1.1576,0.0,74.9048,148.8644,0,0,0,1,0,0.2144,0.0372,0.0,0,0.0,2,0
BEN_02457,Benign,0,4.2017,10.0,5,3.6561,5.8991,1,0,51.9796,8.4145,0.8636,1,0,1,0,0.8388,0.0,0.0,1.6823,0.0,0.0,2.1332,10.0,133.0241,0,0,0,0,0,0.1668,0.0083,0.0,0,0.0,0,0
BEN_00171,Benign,0,4.4816,10.0,6,4.4945,4.5377,2,2,16.7218,20.1592,0.9719,1,0,1,0,0.0,1.4583,2.7763,0.0,0.0,1.3685,0.0,62.8571,105.005,0,0,0,0,0,0.2392,0.014,0.0,0,0.044168439205754,4,0
BEN_00541,Benign,0,3.5,10.0,4,4.2613,6.5,1,0,80.9994,2.4329,0.0,1,0,0,0,0.0567,4.5692,6.9988,14.4873,13.9992,0.0,0.0,43.4964,127.3465,0,0,0,0,0,0.1292,0.0327,0.0,0,0.16090527032122198,0,1
BEN_00884,Benign,0,5.771,10.0,5,4.3277,4.8937,1,0,53.384,4.1544,0.3962,1,0,0,0,0.9124,2.0416,9.1109,4.6257,11.3968,0.3577,0.0299,26.4658,245.3189,0,0,0,1,0,0.2773,0.0416,0.0,0,0.34425182688601896,0,1
VIR_00196,Virus,4,6.0,5.0,5,5.7226,6.8211,3,3,40.2482,0.0,10.7503,1,1,0,0,42.8821,17.2585,7.0059,9.0025,23.0219,5.8011,5.6199,44.8545,74.1095,0,1,0,1,1,0.0724,0.0739,6.0,2,0.15619168645286424,9,2
BEN_04591,Benign,0,5.6947,10.0,5,2.8309,5.4224,2,1,82.1412,0.0,0.2917,0,0,1,0,0.0,0.1435,0.0,5.3953,1.493,1.4589,4.6307,45.5622,140.8767,0,0,0,0,0,0.1238,0.0066,0.0,0,0.0,2,0
BEN_03266,Benign,0,4.5664,10.0,5,2.6152,4.8376,1,1,71.6367,41.706,0.2821,1,0,1,0,0.5016,0.0,0.9711,0.0,0.0,0.0,1.2189,63.2666,219.9612,0,0,0,0,0,0.2409,0.0251,0.0,0,0.015349331242709423,1,0
TRO_00318,Trojan,2,6.2895,20.0,8,7.5,6.4788,2,1,48.9018,0.0,10.6279,1,1,0,0,42.8406,19.0053,13.9825,21.9769,2.5834,4.6066,3.5296,33.3818,10.0,1,0,1,1,1,0.078,0.0164,6.2895,2,0.41886596888124666,2,2
BEN_00675,Benign,0,4.5579,10.0,4,3.1186,3.1925,1,1,58.336,29.5697,0.0,1,0,1,0,0.6156,0.0,1.348,0.0,10.7979,0.0,2.7021,12.7972,84.379,0,0,0,1,0,0.2045,0.0372,0.0,0,0.10533554214984528,1,0
BEN_04723,Benign,0,4.3286,10.0,3,3.7901,5.5552,1,0,78.6255,15.3273,0.0,0,0,1,0,0.488,0.0,6.0062,0.0,0.0,0.4143,0.6877,41.0666,168.2968,0,0,0,1,0,0.067,0.0059,0.0,0,0.14625510755699278,0,0
BEN_02916,Benign,0,4.1088,10.0,6,4.1347,4.1281,1,0,5.0,23.7115,1.2644,1,0,1,0,0.9217,2.4273,3.6536,12.5994,12.9351,0.7434,0.0,75.152,173.8395,0,0,0,0,0,0.259,0.0325,0.0,0,0.048616137960400256,0,0
RAN_00372,Ransomware,1,7.2963,50.0,4,7.99,7.6159,3,1,7.131,2.8952,17.1398,0,0,0,0,54.1171,36.9539,24.9113,20.1752,44.6024,6.9402,3.9773,88.003,212.6496,1,1,1,1,1,0.0311,0.0838,0.0,3,0.28307330431917094,3,2
BEN_01816,Benign,0,3.6836,10.0,4,3.9453,5.3151,2,1,14.3391,13.6225,0.1559,1,0,1,0,0.7422,1.1881,6.4509,8.7207,8.6724,0.0,2.4326,63.792,5.0,0,0,0,1,0,0.1255,0.0,0.0,0,0.1011239653875094,2,0
BEN_03389,Benign,0,5.2234,10.0,6,3.9238,6.0282,1,2,35.4264,0.0,0.0,1,0,1,0,0.4802,4.1066,4.052,5.5519,0.0,1.2493,1.7091,41.237,88.3702,0,0,0,1,0,0.1092,0.0292,0.0,0,0.09826127021849308,2,0
BEN_02101,Benign,0,3.8192,10.0,3,4.5096,4.823,2,0,109.5629,16.9483,0.0,0,0,0,0,0.1354,0.1646,3.5042,10.2246,0.0,1.1068,0.0,10.0,5.0,0,0,1,1,0,0.2046,0.0286,0.0,1,0.35042,0,1
BEN_04103,Benign,0,5.4082,10.0,3,4.0676,4.3882,1,1,119.1179,12.6696,1.2726,1,0,1,0,0.0827,3.1378,14.9592,7.4332,3.1607,1.5575,1.5197,22.5111,38.4908,0,0,0,1,0,0.1192,0.0,0.0,0,0.6645255007529619,1,0
VIR_00289,Virus,4,7.6063,5.0,6,6.1134,7.704,4,3,24.5162,0.7622,9.6461,0,1,0,1,45.7464,14.8712,6.4415,1.0,12.6736,5.129,2.4392,16.7554,49.8128,1,1,0,1,1,0.0326,0.1519,7.6063,2,0.3844432242739653,12,3
TRO_00370,Trojan,2,6.7389,20.0,4,6.8359,7.5877,3,4,26.0808,11.7402,7.8084,1,0,0,1,39.4393,22.741,17.5717,33.509,3.1606,10.9644,5.3387,61.1489,85.9014,1,1,0,0,1,0.1502,0.0686,0.0,2,0.2873592166007892,12,1
BEN_02102,Benign,0,4.1433,10.22,3,4.4092,4.682,2,2,79.6161,22.9346,0.6718,1,0,1,0,0.5045,0.2252,13.5292,13.1035,3.6244,0.0,0.3769,105.8425,127.217,0,0,0,0,0,0.1593,0.0167,0.0,0,0.12782388926943336,4,0
TRO_00404,Trojan,2,7.4039,20.0,6,7.4133,7.3368,1,4,41.2098,3.2673,10.5746,1,1,0,0,55.0092,30.4272,5.0,10.3002,15.1009,5.0572,2.5423,65.8322,10.8878,1,1,1,1,1,0.052,0.0233,7.4039,3,0.07595067459389174,4,3
BEN_03821,Benign,0,3.5878,10.0,6,3.9643,5.8085,2,0,36.6436,0.0,0.0,1,0,1,0,0.0451,0.7957,12.9945,1.2218,12.6631,0.0,0.6953,55.2296,5.0,0,0,0,0,0,0.2797,0.0127,0.0,0,0.2352814432840361,0,0
BEN_01549,Benign,0,5.209,10.0,6,4.3993,4.4864,2,2,32.3633,36.7027,0.0,1,0,0,0,0.9967,0.6438,3.7721,4.0067,8.2155,0.6155,0.0,41.6567,142.1434,0,0,0,1,0,0.05,0.0016,0.0,0,0.09055206005276462,4,1
BEN_03919,Benign,0,4.7972,10.0,4,4.4403,4.6818,1,0,104.0934,4.9556,2.6126,1,0,1,0,0.1728,0.0,0.0,0.0,4.9562,2.0352,2.8198,93.4574,168.5734,0,0,0,0,0,0.1562,0.0278,0.0,0,0.0,0,0
BEN_03160,Benign,0,4.332,10.0,5,5.5686,4.043,2,1,49.3143,0.0,0.3424,1,0,0,1,0.3839,0.0,0.0,5.9627,14.9672,0.0,0.0,89.5038,11.1718,0,0,0,1,0,0.05,0.0474,0.0,0,0.0,2,1
BEN_00356,Benign,0,3.8525,10.0,4,5.0133,6.3473,2,2,35.0115,6.3501,0.0,1,0,1,0,0.5686,3.1453,9.3111,0.0,5.4853,1.0054,0.8376,47.1962,102.9079,0,0,0,0,0,0.1879,0.0061,0.0,0,0.19728495090706455,4,0
BEN_03310,Benign,0,6.5,10.0,5,2.9389,5.4839,1,2,17.6627,20.8927,1.023,1,0,1,0,0.3365,0.0,10.8529,14.2257,5.175,1.6492,0.8542,33.1475,135.5142,0,1,0,0,0,0.2715,0.0,0.0,1,0.32741232370465345,2,0
BEN_03572,Benign,0,3.246,10.0,3,3.906,3.8373,1,2,60.7191,11.6497,0.6337,1,0,1,0,0.0,3.9041,0.0,2.1809,5.3416,0.1559,2.7238,80.3166,182.2525,0,0,0,0,0,0.1356,0.0054,0.0,0,0.0,2,0
BEN_04743,Benign,0,4.0592,10.0,6,3.8443,5.7727,2,2,75.4238,15.9558,1.428,1,0,1,0,0.7485,2.0913,8.0503,0.0,9.5824,1.5616,2.1054,58.6284,140.7651,0,0,0,1,0,0.1667,0.0128,0.0,0,0.1373105866781287,4,0
BEN_02536,Benign,0,4.6414,10.0,5,3.7569,4.6502,2,0,10.5448,14.885,1.7594,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2892,2.9436,54.6539,5.0,0,1,0,1,0,0.1412,0.0056,0.0,1,0.0,0,0
ADW_00163,Adware,3,5.3836,100.0,6,6.0625,7.0672,2,1,93.519,4.3386,9.8282,1,1,1,1,32.6612,17.0478,16.0298,8.7526,18.1661,5.814,1.0988,70.033,370.8079,0,0,0,1,1,0.2346,0.0366,5.3836,1,0.22888923793068983,2,1
BEN_04882,Benign,0,3.9568,10.0,5,4.3185,5.5943,2,0,53.0089,0.0,0.2723,1,0,1,0,0.9643,1.9909,0.0,8.6662,0.0,1.3194,0.0,70.5472,154.7121,0,0,0,1,0,0.1046,0.0,0.0,0,0.0,0,0
BEN_02374,Benign,0,5.6847,10.0,6,4.645,6.2118,1,0,127.6697,0.0,0.2969,1,0,1,0,0.0758,2.7991,0.0239,0.0,16.413,2.3734,1.615,39.2473,28.9186,0,0,1,1,0,0.05,0.0217,0.0,1,0.0006089590876315058,0,0
BEN_01052,Benign,0,5.0662,10.0,4,4.8634,4.5991,2,0,46.9404,7.609,0.6858,1,0,1,0,0.0,0.734,0.0,4.0472,0.0,0.388,2.1833,54.6138,220.3228,0,0,1,1,0,0.2953,0.0271,0.0,1,0.0,0,0
BEN_03075,Benign,0,5.324,10.0,4,4.1253,5.4016,2,2,42.3232,0.0,1.5109,1,0,1,0,0.3713,1.9114,1.2492,6.1008,1.6072,1.9389,2.8975,57.1522,204.261,0,0,0,1,0,0.2433,0.0114,0.0,0,0.021857426310798185,4,0
BEN_02322,Benign,0,3.3781,10.0,3,4.7927,6.1237,1,1,82.8567,2.879,0.0,1,0,1,0,0.0,0.3901,2.2528,0.0,1.3382,0.0,5.1672,78.1719,34.1531,0,0,0,0,0,0.124,0.0219,0.0,0,0.02881853965427475,1,0
BEN_04372,Benign,0,5.1642,10.0,3,5.2055,5.1792,2,1,31.4358,35.9089,0.0,1,0,0,0,0.3248,0.0,0.0,8.9221,5.57,0.0,0.7159,76.4279,141.0892,0,0,0,1,0,0.2584,0.0241,0.0,0,0.0,2,1
BEN_04415,Benign,0,4.2421,10.0,6,3.8169,5.5275,1,0,59.1137,16.0598,0.7766,1,1,0,0,0.1654,2.5704,5.0205,1.1051,0.6838,1.0268,0.6877,99.711,108.613,0,0,0,0,0,0.05,0.0367,4.2421,0,0.05035051298251948,0,2
BEN_01752,Benign,0,5.68,10.0,6,2.7782,4.5794,2,0,96.3867,0.0,2.0591,1,0,1,0,0.0,3.9935,0.7419,4.0194,0.0,0.0,0.0,92.4208,23.9406,0,0,0,0,0,0.2593,0.053,0.0,0,0.008027413742361027,0,0
VIR_00006,Virus,4,6.8021,5.0,5,6.6052,7.7393,4,4,50.2912,3.7314,8.5682,1,1,0,1,47.1898,25.9005,14.6669,8.6629,35.6578,1.9124,0.7843,60.3948,46.8683,0,1,1,0,0,0.0965,0.1146,6.8021,2,0.24285037784709942,16,2
BEN_01773,Benign,0,5.2831,10.0,4,4.5386,4.4068,2,0,81.9213,3.7366,1.3376,1,0,1,0,0.2759,1.825,1.1208,19.2613,0.0,1.5197,2.8453,67.457,94.7548,0,0,0,1,0,0.2238,0.0,0.0,0,0.01661502883318262,0,0
BEN_01197,Benign,0,3.8282,10.0,5,4.693,4.1605,2,1,95.0,36.1283,0.2025,0,0,1,0,0.6601,0.1486,3.4278,0.0,10.0053,0.586,2.5008,70.2034,129.5959,0,0,0,0,0,0.1563,0.0064,0.0,0,0.0488266950033759,2,0
BEN_01879,Benign,0,4.5222,10.0,3,4.2365,5.2944,2,0,55.9053,16.9913,1.5864,1,0,0,0,0.395,0.0,3.3192,6.0716,0.0,0.0,0.0,96.5948,170.4494,1,0,0,0,0,0.1848,0.0426,0.0,0,0.03436209816677502,0,1
BEN_02669,Benign,0,4.0798,10.0,4,3.6623,5.4492,1,2,79.522,66.7836,0.2431,1,0,1,0,0.0,0.0,1.3072,0.0,0.0,1.0859,2.4569,49.3562,160.1611,0,0,0,0,0,0.0818,0.0018,0.0,0,0.026485021132096876,2,0
BEN_02017,Benign,0,3.8262,10.0,5,4.9495,5.3918,2,0,13.0775,13.5569,0.0,1,0,1,0,1.1237,0.0,10.2471,5.1755,15.1061,1.8191,0.8485,50.5073,99.0749,0,0,0,1,0,0.2523,0.0143,0.0,0,0.20288354356696953,0,0
BEN_02006,Benign,0,5.1281,10.0,3,4.7024,5.247,1,2,38.2483,21.1011,0.5223,1,0,1,0,0.0,0.3714,1.2463,9.9156,17.2695,0.3538,1.5552,70.6933,27.9045,0,0,0,0,0,0.226,0.0106,0.0,0,0.017629676362540724,2,0
TRO_00157,Trojan,2,6.1165,20.0,5,7.5,7.9,1,4,19.797,0.0,6.915,1,0,0,0,63.7902,25.2749,28.0375,3.0286,15.8815,1.0,1.0428,72.1503,61.7446,0,0,0,1,0,0.1195,0.0689,0.0,0,0.388598522805865,4,1
BEN_01483,Benign,0,4.4794,10.0,5,4.0461,4.1938,1,2,98.3914,24.2558,1.1544,1,0,1,1,0.3309,0.0,9.9379,4.3305,0.0,0.0,0.1628,33.9395,84.5478,0,0,0,0,0,0.2618,0.0366,0.0,0,0.2928122099618439,2,0
BEN_00329,Benign,0,5.2759,10.0,3,5.3401,4.3154,2,2,100.1164,30.9267,1.5541,1,0,1,0,0.373,0.0,7.3229,12.9259,24.7917,0.764,0.0,46.789,109.1287,0,0,0,0,0,0.3633,0.0172,0.0,0,0.15650900852764538,4,0
BEN_00649,Benign,0,4.6312,10.0,4,4.2884,5.9751,2,1,84.7709,0.0,0.2786,1,0,1,0,0.3973,0.0,6.944,1.2445,23.6926,0.5907,0.0,66.0969,35.5262,0,0,0,0,0,0.1007,0.0,0.0,0,0.10505787714703714,2,0
BEN_02946,Benign,0,6.5,10.0,3,4.8654,5.6007,2,1,12.806,0.0,1.6288,1,0,1,0,0.0,6.4718,4.7316,9.1457,2.7381,1.5397,2.9066,55.0613,66.26,0,0,0,0,0,0.1823,0.0279,0.0,0,0.08593331432421683,2,0
BEN_03555,Benign,0,4.349,10.0,3,4.6494,5.1373,2,0,55.6347,0.0,0.9907,1,0,1,0,0.0,1.3991,1.0198,13.3986,0.0,0.0,1.1215,82.2162,251.3264,0,0,0,0,0,0.05,0.0,0.0,0,0.012403881473480895,0,0
BEN_01124,Benign,0,5.0845,10.0,5,3.3669,4.9905,2,0,45.5701,7.7324,0.0,0,0,1,0,0.506,2.5758,0.0,9.9878,15.9649,1.7243,0.1255,85.967,260.8046,0,0,0,1,0,0.091,0.0,0.0,0,0.0,0,0
RAN_00045,Ransomware,1,7.3588,50.0,6,7.41,7.8779,1,3,33.8184,0.0,25.5508,0,1,0,0,50.6231,41.1428,16.6709,25.6129,51.2342,6.7231,2.0513,63.9979,105.454,1,0,1,1,1,0.0229,0.02,7.3588,2,0.2604913598727458,3,3
